"","X","Year","Title","Artist","Genre","rank","index","Rec_Start_Minute","rating","time","condition","startTimeSeconds","musicValence","musicArousal","event","memoryValence","memoryVivid","participantID","session","familiarityRating","personalRating","musicChildListen","musicChildRadio","musicChildLike","musicChildMood","musicChildImportant","musicAdolListen","musicAdolRadio","musicAdolLike","musicAdolMood","musicAdolImportant","musicAdultListen","musicAdultRadio","musicAdultLike","musicAdultMood","musicAdultImportant","musicCurrentListen","musicCurrentImportant","musicTraining","childListening","adolListening","adultListening","postListening","Skipped","Cover_T_F","X.1"
"134",0,1971,"The Wedding Song (There Is Love)","Paul Stookey","Folk",96,"2442","0:20","0","adult","U",20,6,"Relaxed","Moving into your first home after your parents house or dorm",6,7,"pilot011",1,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,3,NA,"TRUE",NA
"135",1,1973,"Daisy a Day","Jud Strunk","Country",89,"2639","0:37","0","adult","U",37,4,"Relaxed","An academic success in college",7,7,"pilot011",1,1,1,1,1,1,1,1,5,3,5,5,4,2,2,4,4,3,1,3,3,1,1,1,1,NA,"FALSE",NA
"136",2,1972,"Baby Let Me Take You (In My Arms)","The Detroit Emeralds","R&B/Soul",95,"2545","0:05","0","adult","U",5,5,"Bored","Opening up your first bank account",4,3,"pilot011",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,"FALSE",NA
"137",3,1975,"I'm on Fire","Dwight Twilley Band","Rock",95,"2845","0:35","0","adult","U",35,5,"Bored","A sporting event or concert in your 20's",3,5,"pilot011",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,"FALSE",NA
"138",4,1975,"Third Rate Romance","Amazing Rhythm Aces","Country",97,"2847","0:50","0","adult","U",50,4,"Relaxed","First time voting",4,2,"pilot011",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,"TRUE",NA
"139",0,1956,"When the White Lilacs Bloom Again","Helmut Zacharias","Jazz",108,"933","0:45","0","child","U",45,6,"Energized","A car ride as a child",1,2,"pilot011",1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,1,"FALSE",NA
"140",1,1957,"Love Me To Pieces","Jill Corey","Pop",105,"1040","0:03","0","child","U",3,7,"Energized","Playing a game with a sibling in childhood",7,5,"pilot011",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,"TRUE",NA
"141",2,1959,"Bongo Rock","Preston Epps","Pop",98,"1242","0:07","0","child","U",7,4,"Bored","Getting a childhood pet",5,5,"pilot011",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,"FALSE",NA
"142",3,1956,"Nuttin' For Christmas","Barry Gordon","Pop",106,"931","0:06","0","child","U",6,4,"Bored","A time when you played make-believe",7,7,"pilot011",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,"TRUE",NA
"143",4,1958,"For Your Love","Ed Townsend","R&B/Soul",97,"1141","0:30","0","child","U",30,5,"Relaxed","A time with a babysitter you had during childhood",1,1,"pilot011",1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,1,1,"TRUE",NA
"144",0,1968,"Here Comes the Judge","Shorty Long","R&B/Soul",92,"2137","0:13","0","adol","U",13,3,"Tense","A moment you acted on a first crush as a teen",6,6,"pilot011",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,"FALSE",NA
"145",1,1969,"Oh Happy Day","Edwin Hawkins Singers","Pop",93,"2238","1:20","0","adol","U",80,7,"Energized","A specific chore you did for parents",3,6,"pilot011",1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,1,NA,"TRUE",NA
"146",2,1965,"I Want Candy","The Strangeloves","Rock",92,"1836","0:37","0","adol","U",37,4,"Bored","First time you taught someone younger than you how to do something",6,5,"pilot011",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,1,NA,"FALSE",NA
"147",3,1965,"The Race Is On","Jack Jones","Pop",96,"1840","0:22","0","adol","U",22,6,"Energized","Going to a concert in high school",7,7,"pilot011",1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,1,NA,"TRUE",NA
"148",4,1965,"Laugh at Me","Sonny","Rock",94,"1838","1:10","0","adol","U",70,3,"Bored","A moment with your high school best friend",7,6,"pilot011",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,NA,"TRUE",NA
"149",0,1973,"You Are the Sunshine of My Life","Stevie Wonder","R&B/Soul",19,"2569","0:15","5","adult","F",15,7,"Relaxed","A memory of your favorite college professor",6,6,"pilot011",2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,5,NA,"False",NA
"150",1,1971,"Just My Imagination (Running Away with Me)","The Temptations","R&B/Soul",11,"2357","0:22","5","adult","F",22,6,"Relaxed","Your first day at a job after college/high school",6,3,"pilot011",2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,1,NA,"False",NA
"151",2,1974,"Band on the Run","Paul McCartney and Wings","Rock",22,"2672","2:36","5","adult","F",156,5,"Energized","An important conversation with a family member in your 20's",5,6,"pilot011",2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,1,NA,"False",NA
"152",3,1974,"Until You Come Back to Me (That's What I'm Gonna Do)","Aretha Franklin","R&B/Soul",11,"2661","0:31","5","adult","F",31,5,"Relaxed","A time cooking in your 20's",4,5,"pilot011",2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,NA,"False",NA
"153",4,1975,"Philadelphia Freedom","Elton John","Pop",3,"2753","0:45","5","adult","F",45,5,"Energized","Your first formal job interview",5,5,"pilot011",2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,1,NA,"False",NA
"154",0,1956,"Allegheny Moon","Patti Page","Country",30,"855","0:03","4","child","F",3,4,"Bored","Eating a favorite meal your parents prepared for you as a child",3,5,"pilot011",2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,NA,"False",NA
"155",1,1960,"Cathy's Clown","The Everly Brothers","Pop",3,"1247","0:56","5","child","F",56,4,"Bored","Playing an outdoor game during childhood",7,6,"pilot011",2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,3,1,NA,"False",NA
"156",2,1958,"All I Have to Do is Dream","The Everly Brothers","Rock",3,"1047","0:12","5","child","F",12,4,"Bored","Your first birthday celebration you can remember",6,6,"pilot011",2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,2,NA,"False",NA
"157",3,1956,"Don't Be Cruel  ","Elvis Presley","Rock",1,"826","0:15","5","child","F",15,6,"Energized","A trip to an amusement park as a child",7,6,"pilot011",2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,1,NA,"False",NA
"158",4,1957,"Love Letters in the Sand","Pat Boone","Pop",1,"936","0:21","4","child","F",21,5,"Bored","Recieving a holiday present in childhood",6,6,"pilot011",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,"False",NA
"159",0,1968,"Hey Jude","The Beatles","Rock",1,"2046","0:00","5","adol","F",0,7,"Relaxed","A moment with your high school girlfriend/boyfriend",7,6,"pilot011",2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,4,NA,"False",NA
"160",1,1966,"You Can't Hurry Love","The Supremes","R&B/Soul",13,"1858","0:07","5","adol","F",7,7,"Energized","Going to a museum as a teen",7,6,"pilot011",2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,1,NA,"False",NA
"161",2,1965,"Help Me, Rhonda","The Beach Boys","Rock",11,"1755","0:22","5","adol","F",22,7,"Energized","Going to prom or homecoming dance",7,6,"pilot011",2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,1,NA,"False",NA
"162",3,1967,"Respect","Aretha Franklin","R&B/Soul",13,"1958","1:29","5","adol","F",89,6,"Energized","Breaking the rules of your parents as a teen",2,6,"pilot011",2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,1,NA,"False",NA
"163",4,1965,"(I Can't Get No) Satisfaction","The Rolling Stones","Rock",3,"1747","0:34","5","adol","F",34,NA,"","",NA,NA,"pilot011",2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,5,NA,"False",NA
"164",0,NA,"None","None","None",NA,"None","None","None","adult","C",NA,4,"Bored","A time when you did community service in your 20's",4,4,"pilot011",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA
"165",1,NA,"None","None","None",NA,"None","None","None","adult","C",NA,3,"Bored","A vacation in your 20s",4,4,"pilot011",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA
"166",2,NA,"None","None","None",NA,"None","None","None","adult","C",NA,4,"Bored","A favorite memory from college",5,5,"pilot011",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA
"167",3,NA,"None","None","None",NA,"None","None","None","adult","C",NA,5,"Bored","Your college graduation",7,6,"pilot011",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA
"168",4,NA,"None","None","None",NA,"None","None","None","adult","C",NA,4,"Bored","A night at a bar or party in college",5,5,"pilot011",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA
"169",0,NA,"None","None","None",NA,"None","None","None","child","C",NA,4,"Bored","An time when you watched a movie/tv show with family as a child",6,6,"pilot011",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA
"170",1,NA,"None","None","None",NA,"None","None","None","child","C",NA,5,"Tense","First time you or a friend swore in front of an adult",4,4,"pilot011",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA
"171",2,NA,"None","None","None",NA,"None","None","None","child","C",NA,4,"Bored","A moment when you played dolls/toys with a friend",6,6,"pilot011",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA
"172",3,NA,"None","None","None",NA,"None","None","None","child","C",NA,3,"Tense","Your first religious ceremony (like a holy communion)",6,6,"pilot011",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA
"173",4,NA,"None","None","None",NA,"None","None","None","child","C",NA,3,"Bored","A memorable playdate with a childhood friend",6,6,"pilot011",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA
"174",0,NA,"None","None","None",NA,"None","None","None","adol","C",NA,4,"Bored","A trip during high school with friends",6,6,"pilot011",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA
"175",1,NA,"None","None","None",NA,"None","None","None","adol","C",NA,5,"Tense","Going to a movie in junior/high school",6,6,"pilot011",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA
"176",2,NA,"None","None","None",NA,"None","None","None","adol","C",NA,5,"Bored","Visit to vacation home during junior/ high school",3,5,"pilot011",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA
"177",3,NA,"None","None","None",NA,"None","None","None","adol","C",NA,5,"Bored","Your first date or first kiss",6,6,"pilot011",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA
"178",4,NA,"None","None","None",NA,"None","None","None","adol","C",NA,4,"Bored","Performance of a junior/high school play",6,6,"pilot011",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA
"179",0,NA,"None","None","None",NA,"None","None","None","child","C",NA,4,"Relaxed","A friend's birthday party in elementary school",6,6,"pilot012",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",1,NA,"None","None","None",NA,"None","None","None","child","C",NA,4,"Relaxed","An time when you watched a movie/tv show with family as a child",7,6,"pilot012",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",2,NA,"None","None","None",NA,"None","None","None","child","C",NA,4,"Relaxed","A lesson in Sunday school as a child",2,6,"pilot012",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",3,NA,"None","None","None",NA,"None","None","None","child","C",NA,3,"Tense","Your first religious ceremony (like a holy communion)",5,5,"pilot012",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",4,NA,"None","None","None",NA,"None","None","None","child","C",NA,5,"Relaxed","Your first birthday celebration you can remember",3,3,"pilot012",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184",0,NA,"None","None","None",NA,"None","None","None","adult","C",NA,4,"Energized","A time cooking in your 20's",3,5,"pilot012",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",1,NA,"None","None","None",NA,"None","None","None","adult","C",NA,3,"Tense","A day when you helped a friend move residence",6,6,"pilot012",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",2,NA,"None","None","None",NA,"None","None","None","adult","C",NA,6,"Energized","A bachelorette or bachelor party",5,5,"pilot012",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",3,NA,"None","None","None",NA,"None","None","None","adult","C",NA,4,"Relaxed","A sporting event or concert in your 20's",6,7,"pilot012",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",4,NA,"None","None","None",NA,"None","None","None","adult","C",NA,6,"Energized","Your wedding",7,7,"pilot012",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",0,NA,"None","None","None",NA,"None","None","None","adol","C",NA,6,"Relaxed","A time when you drank with friends in junior/high school",2,7,"pilot012",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",1,NA,"None","None","None",NA,"None","None","None","adol","C",NA,4,"Tense","Your first date or first kiss",6,6,"pilot012",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",2,NA,"None","None","None",NA,"None","None","None","adol","C",NA,5,"Relaxed","A trip during high school with friends",6,6,"pilot012",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",3,NA,"None","None","None",NA,"None","None","None","adol","C",NA,5,"Relaxed","A moment with your high school girlfriend/boyfriend",6,6,"pilot012",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",4,NA,"None","None","None",NA,"None","None","None","adol","C",NA,5,"Relaxed","Trying cigarettes or drugs in high school",5,5,"pilot012",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",0,1954,"Oh, Mein Papa","Eddie Fisher","Pop",2,"627","0:09","5","child","F",9,6,"Relaxed","Recieving a holiday present in childhood",1,1,"pilot012",2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,1,1,NA,NA
"195",1,1951,"The Tennessee Waltz","Patti Page","Pop",1,"492","0:00","5","child","F",0,6,"Relaxed","Playing an outdoor game during childhood",6,5,"pilot012",2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,1,NA,NA,NA
"196",2,1950,"Rag Mop","The Ames Brothers","Pop",3,"450","0:06","5","child","F",6,6,"Relaxed","Losing a tooth/a visit from the tooth fairy",3,6,"pilot012",2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,NA,NA,NA
"197",3,1953,"Why Don't You Believe Me","Joni James","Pop",1,"583","0:06","5","child","F",6,5,"Relaxed","A trip to the zoo as a child",6,4,"pilot012",2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,NA,NA,NA
"198",4,1953,"Don't Let The Stars Get In Your Eyes","Perry Como","Pop",2,"584","0:11","5","child","F",11,6,"Relaxed","Playing a game with a sibling in childhood",6,6,"pilot012",2,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,2,NA,NA,NA
"199",0,1965,"Downtown","Petula Clark","Pop",6,"1639","0:36","5","adult","F",36,4,"Bored","Your first day at a job after college/high school",7,7,"pilot012",2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,1,NA,NA,NA
"200",1,1968,"Hey Jude","The Beatles","Rock",1,"1935","0:00","5","adult","F",0,6,"Relaxed","A time at a casino in your 20's",6,6,"pilot012",2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,3,NA,NA,NA
"201",2,1966,"Last Train to Clarksville","The Monkees","Pop",4,"1738","0:10","5","adult","F",10,7,"Energized","A moment on a honeymoon",3,5,"pilot012",2,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,3,NA,NA,NA
